INDEX	name	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	___comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	___quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight	n_idx	typeindex	type2index	enName	minac	maxac	calc1	calc2	calc3	typeindex__STR	type2index__STR	
bld	Blade	knif	1wep	bld	dgr	bld	0		3	1	0	xxx			4	15			0	0	0	0		-10	75	75	35	51	250		23	1	0	1764	54572		312	bld	9bl	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255	1	1	1	1	20					255					255					255					255					255			1	2	20	1	1	1	1	20	1	1	1	1	20					255					255	1	2	0	xxx	xxx	1	0		42	32	113	Blade [N]	0	0	-1	-1	-1	32	113	
tkf	Throwing Knife	tkni	1wep	tkf	dgr	tkf	0		2	1	0	xxx			2	3			0	0	4	9			75	75	0	21	250		2	1	0	6	3512		317	tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	40	350	125	flptkn	invtkn					0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		36	7	4	0	3	1	2			255	1	2			20					255					255					255					255					20					255					255	2	2			1					255					255					255					255			1	1	20					255					255	1	2	0	bkf	bkf	1	0		43	42	113	Throwing Knife [N]	0	0	-1	-1	-1	42	113	
tax	Throwing Axe	taxe	1wep	tax	hax	tax	0		2	1	0	xxx			4	7			0	0	8	12		10	75	75	0	40	250		7	1	0	11	6077		317	tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	16	350	125	flptax	invtax					0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		35	7	5	0	3	1	1			255	1	2			20					255	1	1			20					255					255					20					255					255	2	2			1					255					255					255					255			1	1	20					255					255	2	2	0	bal	bal	1	0		44	43	113	Throwing Axe [N]	0	0	-1	-1	-1	43	113	
bkf	Balanced Knife	tkni	1wep	bkf	dgr	bkf	0		2	1	0	xxx			1	8			0	0	6	11		-20	75	75	0	51	250		13	1	0	15	9195		317	bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	30	350	125	flpbkf	invbkf					0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		36	7	4	0	3					255					255					255	1	1	1	1	20					255					255					20					255					255					255	1	2			1	2	3			1	1	2	1	2	20					255			1	1	20					255					255	1	2	0	xxx	xxx	1	0		45	42	113	Balanced Knife [N]	0	0	-1	-1	-1	42	113	
bal	Balanced Axe	taxe	1wep	bal	hax	bal	0		2	1	0	xxx			5	10			0	0	12	15		-10	75	75	0	57	250		16	1	0	35	11060		317	bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	16	350	125	flpbal	invbal					0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0	0		35	7	5	0	3					255					255					255	1	1	1	1	20					255					255					20					255					255					255	1	2			1	2	3			1	1	2	1	2	20					255	1	1	1	1	20					255					255	2	2	0	xxx	xxx	1	0		46	43	113	Balanced Axe [N]	0	0	-1	-1	-1	43	113	
jav	Javelin	jave	1wep	jav	jav	jav	0		4	1	0	xxx			1	5			0	0	6	14	2	-10	75	75	0	0	250		1	1	0	5	3005		319	jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	30	350	125	flpjav	invjav					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		1	7	2	0	3	2	3			255	1	2			20					255					255					255					255					20					255					255	1	2			1	1	1			255					255					255	1	1			255	1	1	1	1	20			1	1	20					255	5	8	0	glv	glv	1	0		47	44	113	Javelin [N]	0	0	-1	-1	-1	44	113	
pil	Pilum	jave	1wep	pil	pil	pil	0		4	1	0	xxx			4	9			0	0	7	20	2		75	75	0	45	250		10	1	0	18	7680		317	pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	25	350	125	flppil	invpil					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		371	7	2	0	3					255	1	1			20					255	1	1			20					255					255					20					255					255	1	2			1	1	1			255	1	1			255	1	1	1	2	20	1	1			255	1	1	1	1	20			1	1	20					255	5	8	0	tsp	tsp	1	0		48	44	113	Pilum [N]	0	0	-1	-1	-1	44	113	
ssp	Short Spear	jave	1wep	ssp	jav	ssp	0		4	1	0	xxx			2	13			0	0	10	22	2	10	75	75	40	40	250		15	1	0	24	10360		317	ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	20	350	125	flpssp	invssp					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		1	7	2	0	3					255			1	2	30					255	1	1	1	1	20					255					255					20					255					255					255	1	1			255	1	2			255					255	1	1			255	1	1	1	1	20			1	1	20					255	5	8	0	tsp	tsp	1	0		49	44	113	Short Spear [N]	0	0	-1	-1	-1	44	113	
glv	Glaive	jave	1wep	glv	glv	glv	0		4	1	0	xxx			5	17			0	0	16	22	2	20	75	75	52	35	250		23	1	0	36	14828		317	glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	15	350	125	flpglv	invglv					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		37	7	2	0	3					255					255					255			2	2	30					255					255					20					255					255					255	1	1			255	1	2			255					255	1	1			255	1	1	1	1	20			1	1	20					255	1	2	0	xxx	xxx	1	0		50	44	113	Glaive [N]	0	0	-1	-1	-1	44	113	
tsp	Throwing Spear	jave	1wep	tsp	pil	tsp	0		4	1	0	xxx			5	15			0	0	12	30	2	-10	75	75	0	65	250		29	1	0	48	18392		317	tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	32	350	125	flptsp	invtsp					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		371	7	2	0	3					255					255					255					255					255					255					20					255					255					255					255					255	1	1	1	2	20	1	1			255	1	1	1	1	20			1	1	20					255	1	2	0	xxx	xxx	1	0		51	44	113	Throwing Spear [N]	0	0	-1	-1	-1	44	113	
spr	Spear	spea		spr	spr	spr	0		4	1	0	xxx			0	0		1	3	15	0	0	3	-10	100	75	0	20	250		5	1	0	300	6500		316	spr	9sr	7sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	3	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3	1	1	1	1	1	1	1	1	1	20					255					255					255					255					255					255					255	1	1		1	1					255					255					255					255					255					255					255	5	8	0	spt	pik	1	0		52	33	0	Spear [N]	0	0	-1	-1	-1	33	0	
tri	Trident	spea		tri	tri	tri	0		4	1	0	xxx			0	0		1	9	15	0	0	3		100	75	38	24	250		9	1	0	683	13147		312	tri	9tr	7tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	4	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255	1	1	1	1	20					255	1	1			20					255					255					255					255					255	1	1	1	1	1					255					255					255					255					255					255					255	5	8	0	spt	pik	1	0		53	33	0	Trident [N]	0	0	-1	-1	-1	33	0	
brn	Brandistock	spea		brn	brn	brn	0		4	1	0	xxx			0	0		1	7	17	0	0	4	-20	100	75	40	50	250		16	1	0	1162	29092		312	brn	9br	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn			1	5	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255	1	1	1	1	20					255					255					255					255					255					255	1	1		1	1	1	1		1	1					255					255					255					255					255	5	8	0	xxx	pik	1	0		54	33	0	Brandistock [N]	0	0	-1	-1	-1	33	0	
spt	Spetum	spea		spt	tri	spt	0		4	1	0	xxx			0	0		1	15	23	0	0	4		100	75	54	35	250		20	1	0	1672	45940		312	spt	9st	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255	1	1	1	1	20					255					255					255					255					255					255	1	1	1	1	1	1	1	1	1	1		1	1	2	20					255					255					255					255	5	8	0	xxx	xxx	1	0		55	33	0	Spetum [N]	0	0	-1	-1	-1	33	0	
pik	Pike	spea		pik	pik	pik	0		4	1	0	xxx			0	0		1	14	63	0	0	4	20	100	75	60	45	250		24	1	0	2023	63052		312	pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255			1	1	30					255					255					255					255					255					255		1			255		1			255	1	1	1	2	20					255	1	1	1	2	20					255					255	5	8	0	xxx	xxx	1	0		56	33	0	Pike [N]	0	0	-1	-1	-1	33	0	
bar	Bardiche	pole	slam	bar	hal	bar	0		4	1	0	xxx			0	0		1	1	27	0	0	2	10	150		40	0	250		5	1	0	302	6510		316	bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	3	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3	1	1	1	1	1	1	1	1	1	20					255					255					255					255					255					255					255	1	1		1	1					255					255					255					255					255					255					255	2	2	0	hal	wsc	1	0		57	34	112	Bardiche [N]	0	0	-1	-1	-1	34	112	
vou	Voulge	pole	slam	vou	hal	vou	0		4	1	0	xxx			0	0		1	6	21	0	0	2		150		50	0	250		11	1	0	611	14721		312	vou	9vo	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	4	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255		1		1	20					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	hal	wsc	1	0		58	34	112	Voulge [N]	0	0	-1	-1	-1	34	112	
scy	Scythe	pole	slam	scy	scy	scy	0		4	1	0	xxx			0	0		1	8	20	0	0	1	-10	150		41	41	250		15	1	0	848	22720		312	scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	invscyu	invscyu	1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255		1		1	20					255				1	255			1	1	20					255				1	1					255	1	1	1	1	1	1	1	1	1	1					255					255					255					255					255	2	2	0	hal	wsc	1	0		59	34	112	Scythe [N]	0	0	-1	-1	-1	34	112	
pax	Poleaxe	pole	slam	pax	hal	pax	0		4	1	0	xxx			0	0		1	18	39	0	0	3	10	150		62	0	250		21	1	0	1701	48721		312	pax	9pa	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255	1	1	1	1	20					255					255					255					255					255		1	1	1	20					255					255					255					255	2	2	0	xxx	xxx	1	0		60	34	112	Poleaxe [N]	0	0	-1	-1	-1	34	112	
hal	Halberd	pole	slam	hal	pax	hal	0		4	1	0	xxx			0	0		1	12	45	0	0	4		150		75	47	250		29	1	0	2706	95474		312	hal	9h9	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255	1	1	1	1	20					255					255					255					255					255	1	1	1	1	20					255	1	1	1	1	20					255					255	2	2	0	xxx	xxx	1	0		61	34	112	Halberd [N]	0	0	-1	-1	-1	34	112	
wsc	War Scythe	pole	slam	wsc	scy	wsc	0		3	1	0	xxx			0	0		1	15	36	0	0	4	-10	125	50	80	80	250		34	1	0	3388	134692		312	wsc	9wc	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					20					255					255					255					255					255			1	2	20					255			1	1	20					255					255	2	2	0	xxx	xxx	1	0		62	34	112	War Scythe [N]	0	0	-1	-1	-1	34	112	
sst	Short Staff	staf	slam	sst	bst	sst	0		2	1	0	xxx			0	0		1	1	5	0	0	1	-10	150		0	0	250		1	1	0	168	3168	1	316	sst	8ss	6ss	stf	stf	5	club	1	3					flpsst	invsst			1	2	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255	5	9	5	9	1					255					255					255					255					255					1					255					255					255					255					255					255					255					255	5	8	0	cst	bst	1	0		63	26	112	Short Staff [N]	0	0	-1	-1	-1	26	112	
lst	Long Staff	staf	slam	lst	sst	lst	0		2	1	0	xxx			0	0		1	2	8	0	0	1		150		0	0	250		8	1	0	463	10204	1	312	lst	8ls	6ls	stf	stf	5	staf	1	4					flplst	invlst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255	2	3	1	2	1					255					255	1	2		2	1					255					255	1	1		1	1					255					255					255					255					255					255					255					255	5	8	0	cst	wst	1	0		64	26	112	Long Staff [N]	0	0	-1	-1	-1	26	112	
cst	Gnarled Staff	staf	slam	cst	cst	cst	0		2	1	0	xxx			0	0		1	4	12	0	0	1	10	150		0	0	250		12	1	0	766	17692	1	312	cst	8cs	6cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255	3	5	5	9	1					255					255	2	3	2	5	1					255					255					255					255					255					255					255					255	5	8	0	xxx	wst	1	0		65	26	112	Gnarled Staff [N]	0	0	-1	-1	-1	26	112	
bst	Battle Staff	staf	slam	bst	sst	bst	0		2	1	0	xxx			0	0		1	6	13	0	0	1		150		0	0	250		17	1	0	1223	31791	1	312	bst	8bs	6bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255	1	3	1	3	1					255					255	2	3	2	5	1					255					255					255					255	2	3	1	3	20					255					255	2	3	1	4	20	5	8	0	xxx	xxx	1	0		66	26	112	Battle Staff [N]	0	0	-1	-1	-1	26	112	
wst	War Staff	staf	slam	wst	lst	wst	0		2	1	0	xxx			0	0		1	12	28	0	0	1	20	150		0	0	250		24	1	0	1985	62140	1	312	wst	8ws	6ws	stf	stf	5	staf	2	4					flpwst	invwst			1	6	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255	1	1		1	1					255					255					255					255	1	2	1	2	20					255					255	1	3	1	4	20	5	8	0	xxx	xxx	1	0		67	26	112	War Staff [N]	0	0	-1	-1	-1	26	112	
sbw	Short Bow	bow		sbw	sbw	sbw	0		2	1	0	xxx			0	0		1	2	5	0	0		5		100	0	15	250	1	1	1	0	100	3100		316	sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	3	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1	1	1	1	1	1					255					255					255					255					255					255					255					255					1					255					255					255					255					255					255					255	5	8	0	hbw	cbw	1	0		68	27	0	Short Bow [N]	0	0	-1	-1	-1	27	0	
hbw	Hunter's Bow	bow		hbw	sbw	hbw	0		2	1	0	xxx			0	0		1	3	7	0	0		-10		100	0	28	250	1	5	1	0	350	6750		316	hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1	1	1	1	1	1		1	1	1	20					255					255					255					255					255					255					255	1	1		1	1					255					255					255					255					255					255					255	5	8	0	lbw	sbb	1	0		69	27	0	Hunter's Bow [N]	0	0	-1	-1	-1	27	0	
lbw	Long Bow	bow		lbw	lbw	lbw	0		2	1	0	xxx			0	0		1	4	12	0	0				100	22	19	250	1	8	1	0	490	10420		312	lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255	1	1	1	1	20					255			1	1	20					255					255					255					255					255	1	1		1	1					255					255					255					255					255					255					255	5	8	0	cbw	lbb	1	0		70	27	0	Long Bow [N]	0	0	-1	-1	-1	27	0	
cbw	Composite Bow	bow		cbw	lbw	cbw	0		2	1	0	xxx			0	0		1	4	8	0	0		-10		100	25	35	250	1	12	1	0	727	17224		312	cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255	1	1	1	2	20					255					255					255					255					255		1			255		1			255		1			255					255					255					255					255					255	5	8	0	sbb	swb	1	0		71	27	0	Composite Bow [N]	0	0	-1	-1	-1	27	0	
sbb	Short Battle Bow	bow		sbb	sbb	sbb	0		2	1	0	xxx			0	0		1	5	11	0	0				100	30	40	250	1	18	1	0	1045	30310		312	sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	invsbbu	invsbbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255	1	1	1	2	20					255					255					255					255					255					255	1	1		1	1	1	1		1	1					255					20					255					255					255	5	8	0	lbb	lwb	1	0		72	27	0	Short Battle Bow [N]	0	0	-1	-1	-1	27	0	
lbb	Long Battle Bow	bow		lbb	lbb	lbb	0		2	1	0	xxx			0	0		1	3	18	0	0		10		100	40	50	250	1	23	1	0	1545	49535		312	lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255	1	1		1	1	1	1		1	1					255					20					255					255					255	5	8	0	swb	lwb	1	0		73	27	0	Long Battle Bow [N]	0	0	-1	-1	-1	27	0	
swb	Short War Bow	bow		swb	sbb	swb	0		2	1	0	xxx			0	0		1	6	14	0	0				100	35	55	250	1	27	1	0	2500	83500		312	swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255		1		1	1		1		1	1					255	1	1	1	1	20	1	1	1	2	20					255					255	5	8	0	lwb	xxx	1	0		74	27	0	Short War Bow [N]	0	0	-1	-1	-1	27	0	
lwb	Long War Bow	bow		lwb	lbb	lwb	0		2	1	0	xxx			0	0		1	3	23	0	0		10		100	50	65	250	1	31	1	0	3575	128825		312	lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	1	1	20	1	1	1	2	20					255					255	5	8	0	xxx	xxx	1	0		75	27	0	Long War Bow [N]	0	0	-1	-1	-1	27	0	
lxb	Light Crossbow	xbow		lxb	lxb	lxb	0		2	1	0	xxx			0	0		1	6	9	0	0		-10		100	21	27	250	1	6	1	0	803	10318		316	lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	invlxbu	invlxbu	1	3	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0	0		0	7	0	0	1		1		1	1					255					255					255					255					255					255					255					255	1	1	1	1	255					255					255					255					255					255					255					255	5	8	0	mxb	rxb	1	0		76	35	0	Light Crossbow [N]	0	0	-1	-1	-1	35	0	
mxb	Crossbow	xbow		mxb	lxb	mxb	0		2	1	0	xxx			0	0		1	9	16	0	0				100	40	33	250	1	15	1	0	2345	45175		312	mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	invmxbu	invmxbu	1	4	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255	1	1	1	1	20					255					255					255					255					255					1	1	1		1	1	1	1		1	1					255					255					255					255					255	5	8	0	hxb	hxb	1	0		77	35	0	Crossbow [N]	0	0	-1	-1	-1	35	0	
hxb	Heavy Crossbow	xbow		hxb	hxb	hxb	0		2	1	0	xxx			0	0		1	14	26	0	0		10		100	60	40	250	1	24	1	0	4096	112804		312	hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255		1		1	1		1		1	1					255	1	1	1	1	20		1	1	1	20					255					255	5	8	0	xxx	xxx	1	0		78	35	0	Heavy Crossbow [N]	0	0	-1	-1	-1	35	0	
rxb	Repeating Crossbow	xbow		rxb	hxb	rxb	0		2	1	0	xxx			0	0		1	6	12	0	0		-40		100	40	50	250	1	33	1	0	2739	109387		312	rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	5	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20		1	1	2	20					255					255	5	8	0	xxx	xxx	1	0		79	35	0	Repeating Crossbow [N]	0	0	-1	-1	-1	35	0	
gps	Rancid Gas Potion	tpot		gps	gpl	gps	0			1	0	xxx			0	1			0	0	0	0					0	0	2	1	32	0	24	200	0		312	gps			1ht	1ht	5	hth	1	1	1	3	25	6	flpgpl	invgpl					0		0	item_potion	14	item_potion	0	0	5	0	1	0	0		49	7	3	0	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	1		80	38	0	Rancid Gas Potion	0	0	-1	-1	-1	38	0	
ops	Oil Potion	tpot		ops	opl	ops	0			1	0	xxx			0	1			0	0	0	0					0	0	2	1	28	0	20	150	0		312	ops			1ht	1ht	5	hth	1	1	1	3	25	6	flpopl	invopl					0		0	item_potion	14	item_potion	0	0	5	0	1	0	0		46	7	3	0	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	1		81	38	0	Oil Potion	0	0	-1	-1	-1	38	0	
gpm	Choking Gas Potion	tpot		gpm	gps	gpm	0			1	0	xxx			0	1			0	0	0	0					0	0	2	1	20	0	16	120	0		312	gpm			1ht	1ht	5	hth	1	1	1	3	25	6	flpgps	invgpm					0		0	item_potion	14	item_potion	0	0	5	0	1	0	0		48	7	3	0	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	1		82	38	0	Choking Gas Potion	0	0	-1	-1	-1	38	0	
opm	Exploding Potion	tpot		opm	opl	opm	0			1	0	xxx			0	1			0	0	0	0					0	0	2	1	16	0	12	80	0		312	opm			1ht	1ht	5	hth	1	1	1	3	25	6	flpops	invopm					0		0	item_potion	14	item_potion	0	0	5	0	1	0	0		45	7	3	0	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	1		83	38	0	Exploding Potion	0	0	-1	-1	-1	38	0	
gpl	Strangling Gas Potion	tpot		gpl	gps	gpl	0			1	0	xxx			0	1			0	0	0	0					0	0	2	1	8	0	6	40	0		312	gpl			1ht	1ht	5	hth	1	1	1	3	25	6	flpgps	invgps					0		0	item_potion	14	item_potion	0	0	5	0	1	0	0		47	7	3	0	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	1		84	38	0	Strangling Gas Potion	0	0	-1	-1	-1	38	0	
opl	Fulminating Potion	tpot		opl	ops	opl	0			1	0	xxx			0	1			0	0	0	0					0	0	2	1	4	0	0	24	0		316	opl			1ht	1ht	5	hth	1	1	1	3	25	6	flpops	invops					0		0	item_potion	14	item_potion	0	0	5	0	1	0	0		44	7	3	0	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	0	1		85	38	0	Fulminating Potion	0	0	-1	-1	-1	38	0	
d33	Decoy Gidbinn	knif		d33	dgr	d33	0				0	xxx			1	2			0	0	0	0		-20	100		15	20	250		0	1	0	666	0		316	d33			1ht	1ht	5	1ht	1	2					flpd33	invd33					0		0	item_smallmetalweapon	12	item_smallmetalweapon	1	0	5	0	0	0	18	1	0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	0	0		86	32	0	Decoy Gidbinn	0	0	-1	-1	-1	32	0	
g33	The Gidbinn	knif		g33	dgr	g33	0				0	xxx			3	7			0	0	0	0		-20	100		15	25	250		0	1	0	666	0		316	g33			1ht	1ht	5	1ht	1	2					flpg33	invg33					0		0	item_smallmetalweapon	12	item_smallmetalweapon	1	0	5	0	0	0	18	1	0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	0	0		87	32	0	The Gidbinn	0	0	-1	-1	-1	32	0	
leg	Wirt's Leg	club		leg	clb	leg	0				0	xxx			2	8			0	0	0	0		-10	100		0	0	250		0	1	0	20	0		316	leg			1hs	1hs	5	1hsl	1	3					flpleg	invleg			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0	1	1	0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		88	29	0	Wirt's Leg	0	0	-1	-1	-1	29	0	
