INDEX	Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	___ItemProbSum	___ItemProbTotal	___TreasureClassDropChance	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	___eol	
Act 2 Bow C	Act 2 Bow C	3	18	1	0	0	0	0	10	bow3	1	bow6	3	bow9	14	bow12	14	bow15	3	bow18	1		0		0		0		0							0	
Act 3 Bow A	Act 3 Bow A	3	20	1	0	0	0	0	10	bow3	1	bow6	3	bow9	6	bow12	12	bow15	6	bow18	3	bow21	1		0		0		0							0	
Act 3 Bow B	Act 3 Bow B	3	22	1	0	0	0	0	10	bow3	1	bow6	3	bow9	6	bow12	8	bow15	8	bow18	6	bow21	3	bow24	1		0		0							0	
Act 3 Bow C	Act 3 Bow C	3	24	1	0	0	0	0	10	bow3	1	bow6	2	bow9	5	bow12	7	bow15	8	bow18	7	bow21	4	bow24	2		0		0							0	
Act 4 Bow A	Act 4 Bow A	3	26	1	0	0	0	0	10	bow6	1	bow9	3	bow12	6	bow15	8	bow18	8	bow21	6	bow24	3	bow27	1	Act 3 Bow C	110		0	36	146	0.7534				0	
Act 4 Bow B	Act 4 Bow B	3	29	1	0	0	0	0	10	bow6	1	bow9	2	bow12	5	bow15	7	bow18	8	bow21	7	bow24	4	bow27	2	Act 4 Bow A	180		0	36	216	0.8333				0	
Act 5 Bow A	Act 5 Bow A	3	32	1	0	0	0	0	10	bow9	1	bow12	3	bow15	6	bow18	8	bow21	8	bow24	6	bow27	3	bow30	1	Act 4 Bow B	270		0	36	306	0.8824				0	
Act 5 Bow B	Act 5 Bow B	3	34	1	0	0	0	0	10	bow9	1	bow12	2	bow15	5	bow18	7	bow21	8	bow24	7	bow27	4	bow30	2	Act 5 Bow A	380		0	36	416	0.9135				0	
Act 5 Bow C	Act 5 Bow C	3	36	1	0	0	0	0	10	bow9	1	bow12	2	bow15	5	bow18	7	bow21	8	bow24	7	bow27	4	bow30	2	Act 5 Bow B	500		0	36	536	0.9328				0	
Act 1 (N) Bow A	Act 1 (N) Bow A	3	38	1	0	0	0	0	10	bow12	1	bow15	2	bow18	5	bow21	7	bow24	8	bow27	7	bow30	4	bow33	2	Act 5 Bow C	630		0	36	666	0.9459				0	
Act 1 (N) Bow B	Act 1 (N) Bow B	3	40	1	0	0	0	0	10	bow15	1	bow18	2	bow21	5	bow24	7	bow27	8	bow30	7	bow33	4	bow36	2	Act 1 (N) Bow A	770		0	36	806	0.9553				0	
Act 2 (N) Bow A	Act 2 (N) Bow A	3	42	1	0	0	0	0	10	bow18	1	bow21	2	bow24	5	bow27	7	bow30	8	bow33	7	bow36	4	bow39	2	Act 1 (N) Bow B	920		0	36	956	0.9623				0	
Act 2 (N) Bow B	Act 2 (N) Bow B	3	44	1	0	0	0	0	10	bow21	1	bow24	2	bow27	5	bow30	7	bow33	8	bow36	7	bow39	4	bow42	2	Act 2 (N) Bow A	1070		0	36	1106	0.9675				0	
Act 3 (N) Bow A	Act 3 (N) Bow A	3	46	1	0	0	0	0	10	bow24	1	bow27	2	bow30	5	bow33	7	bow36	8	bow39	7	bow42	4	bow45	2	Act 2 (N) Bow B	1220		0	36	1256	0.9713				0	
Act 3 (N) Bow B	Act 3 (N) Bow B	3	48	1	0	0	0	0	10	bow27	1	bow30	2	bow33	5	bow36	7	bow39	8	bow42	7	bow45	4	bow48	2	Act 3 (N) Bow A	1370		0	36	1406	0.9744				0	
Act 4 (N) Bow A	Act 4 (N) Bow A	3	51	1	0	0	0	0	10	bow30	1	bow33	2	bow36	5	bow39	7	bow42	8	bow45	7	bow48	4	bow51	2	Act 3 (N) Bow B	1520		0	36	1556	0.9769				0	
Act 4 (N) Bow B	Act 4 (N) Bow B	3	54	1	0	0	0	0	10	bow33	1	bow36	2	bow39	5	bow42	7	bow45	8	bow48	7	bow51	4	bow54	2	Act 4 (N) Bow A	1670		0	36	1706	0.9789				0	
Act 5 (N) Bow A	Act 5 (N) Bow A	3	57	1	0	0	0	0	10	bow36	1	bow39	2	bow42	5	bow45	7	bow48	8	bow51	7	bow54	4	bow57	2	Act 4 (N) Bow B	1820		0	36	1856	0.9806				0	
Act 5 (N) Bow B	Act 5 (N) Bow B	3	60	1	0	0	0	0	10	bow39	1	bow42	2	bow45	5	bow48	7	bow51	8	bow54	7	bow57	4	bow60	2	Act 5 (N) Bow A	1970		0	36	2006	0.9821				0	
Act 5 (N) Bow C	Act 5 (N) Bow C	3	63	1	0	0	0	0	10	bow42	1	bow45	2	bow48	5	bow51	7	bow54	8	bow57	7	bow60	4	bow63	2	Act 5 (N) Bow B	2120		0	36	2156	0.9833				0	
Act 1 (H) Bow A	Act 1 (H) Bow A	3	66	1	0	0	0	0	10	bow45	1	bow48	2	bow51	5	bow54	7	bow57	8	bow60	7	bow63	4	bow66	2	Act 5 (N) Bow C	2270		0	36	2306	0.9844				0	
Act 1 (H) Bow B	Act 1 (H) Bow B	3	69	1	0	0	0	0	10	bow48	1	bow51	2	bow54	5	bow57	7	bow60	8	bow63	7	bow66	4	bow69	2	Act 1 (H) Bow A	2270		0	36	2306	0.9844				0	
Act 2 (H) Bow A	Act 2 (H) Bow A	3	71	1	0	0	0	0	10	bow51	1	bow54	2	bow57	5	bow60	7	bow63	8	bow66	7	bow69	4	bow72	2	Act 1 (H) Bow B	2270		0	36	2306	0.9844				0	
Act 2 (H) Bow B	Act 2 (H) Bow B	3	73	1	0	0	0	0	10	bow54	1	bow57	2	bow60	5	bow63	7	bow66	8	bow69	7	bow72	4	bow75	2	Act 2 (H) Bow A	2270		0	36	2306	0.9844				0	
Act 3 (H) Bow A	Act 3 (H) Bow A	3	75	1	0	0	0	0	10	bow57	1	bow60	2	bow63	5	bow66	7	bow69	8	bow72	7	bow75	4	bow78	2	Act 2 (H) Bow B	2270		0	36	2306	0.9844				0	
Act 3 (H) Bow B	Act 3 (H) Bow B	3	77	1	0	0	0	0	10	bow60	1	bow63	2	bow66	5	bow69	7	bow72	8	bow75	7	bow78	4	bow81	2	Act 3 (H) Bow A	2270		0	36	2306	0.9844				0	
Act 4 (H) Bow A	Act 4 (H) Bow A	3	79	1	0	0	0	0	10	bow63	1	bow66	2	bow69	5	bow72	7	bow75	8	bow78	7	bow81	4	bow84	2	Act 3 (H) Bow B	2270		0	36	2306	0.9844				0	
Act 4 (H) Bow B	Act 4 (H) Bow B	3	80	1	0	0	0	0	10	bow66	1	bow69	2	bow72	5	bow75	7	bow78	8	bow81	7	bow84	2	bow84	1	Act 4 (H) Bow A	2080		0	33	2113	0.9844				0	
Act 5 (H) Bow A	Act 5 (H) Bow A	3	82	1	0	0	0	0	10	bow69	1	bow72	2	bow75	5	bow78	7	bow81	8	bow84	7	bow87	2	bow87	1	Act 4 (H) Bow B	2080		0	33	2113	0.9844				0	
Act 5 (H) Bow B	Act 5 (H) Bow B	3	83	1	0	0	0	0	10	bow72	1	bow75	2	bow78	5	bow81	7	bow84	8	bow87	7	bow87	2	bow87	1	Act 5 (H) Bow A	2080		0	33	2113	0.9844				0	
Act 5 (H) Bow C	Act 5 (H) Bow C	3	85	1	0	0	0	0	10	bow75	1	bow78	2	bow81	5	bow84	7	bow87	8	bow87	1	bow87	1	bow87	1	Act 5 (H) Bow B	1655		0	26	1681	0.9845				0	
Act 1 Good	Act 1 Good	5	0	1	0	0	0	0	16	Jewelry A	3	Runes 1	1		0		0		0		0		0		0		0		0							0	
Act 2 Good	Act 2 Good	5	12	1	0	0	0	0	16	Jewelry A	12	Runes 1	2	Runes 2	2		0		0		0		0		0		0		0							0	
Act 3 Good	Act 3 Good	5	18	1	0	0	0	0	18	Jewelry A	18	Gem	3	Runes 3	6	Runes 4	6		0		0		0		0		0		0							0	
Act 4 Good	Act 4 Good	5	26	1	0	0	0	0	18	Jewelry A	22	Gem	5	Runes 5	10	Runes 6	8		0		0		0		0		0		0							0	
Act 5 Good	Act 5 Good	5	32	1	0	0	0	0	18	Jewelry A	25	Gem	10	Runes 7	10		0		0		0		0		0		0		0							0	
Act 1 (N) Good	Act 1 (N) Good	5	38	1	0	0	0	0	20	Jewelry B	30	Gem	14	Runes 8	12		0		0		0		0		0		0		0							0	
Act 2 (N) Good	Act 2 (N) Good	5	42	1	0	0	0	0	25	Jewelry B	30	Gem	14	Runes 9	12		0		0		0		0		0		0		0							0	
Act 3 (N) Good	Act 3 (N) Good	5	46	1	0	0	0	0	25	Jewelry B	30	Gem	14	Runes 10	12		0		0		0		0		0		0		0							0	
Act 4 (N) Good	Act 4 (N) Good	5	51	1	0	0	0	0	25	Jewelry B	30	Gem	14	Runes 11	12		0		0		0		0		0		0		0							0	
Act 5 (N) Good	Act 5 (N) Good	5	57	1	0	0	0	0	25	Jewelry B	30	Gem	14	Runes 12	12		0		0		0		0		0		0		0							0	
Act 1 (H) Good	Act 1 (H) Good	5	66	1	0	0	0	0	30	Jewelry C	33	Gem	20	Runes 13	14		0		0		0		0		0		0		0							0	
Act 2 (H) Good	Act 2 (H) Good	5	72	1	0	0	0	0	30	Jewelry C	33	Gem	20	Runes 14	14		0		0		0		0		0		0		0							0	
Act 3 (H) Good	Act 3 (H) Good	5	78	1	0	0	0	0	30	Jewelry C	33	Gem	20	Runes 15	14		0		0		0		0		0		0		0							0	
Act 4 (H) Good	Act 4 (H) Good	5	82	1	0	0	0	0	30	Jewelry C	33	Gem	20	Runes 16	14		0		0		0		0		0		0		0							0	
Act 5 (H) Good	Act 5 (H) Good	5	85	1	0	0	0	0	30	Jewelry C	33	Gem	20	Runes 17	14		0		0		0		0		0		0		0							0	
Act 1 Chest A	Act 1 Chest A	6	0	4	0	0	0	0	20	Act 1 Good	1	Act 1 Equip A	15	Potion 1	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 1 Chest B	Act 1 Chest B	6	5	4	0	0	0	0	20	Act 1 Good	1	Act 1 Equip B	15	Potion 1	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 1 Chest C	Act 1 Chest C	6	9	4	0	0	0	0	20	Act 2 Good	2	Act 2 Equip A	20	Potion 2	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 2 Chest A	Act 2 Chest A	6	12	4	0	0	0	0	20	Act 2 Good	1	Act 2 Equip A	15	Potion 1	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 2 Chest B	Act 2 Chest B	6	15	4	0	0	0	0	20	Act 2 Good	1	Act 2 Equip B	15	Potion 1	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 2 Chest C	Act 2 Chest C	6	18	4	0	0	0	0	20	Act 3 Good	2	Act 3 Equip A	20	Potion 2	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 3 Chest A	Act 3 Chest A	6	20	4	0	0	0	0	20	Act 3 Good	1	Act 3 Equip A	15	Potion 1	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 3 Chest B	Act 3 Chest B	6	22	4	0	0	0	0	20	Act 3 Good	1	Act 3 Equip B	15	Potion 1	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 3 Chest C	Act 3 Chest C	6	24	4	0	0	0	0	20	Act 4 Good	2	Act 4 Equip A	20	Potion 2	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 4 Chest A	Act 4 Chest A	6	26	4	0	0	0	0	20	Act 4 Good	1	Act 4 Equip A	15	Potion 2	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 4 Chest B	Act 4 Chest B	6	28	4	0	0	0	0	20	Act 4 Good	1	Act 4 Equip B	15	Potion 2	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 4 Chest C	Act 4 Chest C	6	30	4	0	0	0	0	20	Act 5 Good	2	Act 5 Equip A	20	Potion 3	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 5 Chest A	Act 5 Chest A	6	32	4	0	0	0	0	20	Act 5 Good	1	Act 5 Equip A	15	Potion 2	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 5 Chest B	Act 5 Chest B	6	34	4	0	0	0	0	20	Act 5 Good	1	Act 5 Equip B	15	Potion 2	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 5 Chest C	Act 5 Chest C	6	36	4	0	0	0	0	20	Act 1 (N) Good	2	Act 1 (N) Equip A	20	Potion 3	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 1 (N) Chest A	Act 1 (N) Chest A	6	38	4	0	0	0	0	20	Act 1 (N) Good	1	Act 1 (N) Equip A	15	Potion 2	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 1 (N) Chest B	Act 1 (N) Chest B	6	40	4	0	0	0	0	20	Act 1 (N) Good	1	Act 1 (N) Equip B	15	Potion 2	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 1 (N) Chest C	Act 1 (N) Chest C	6	42	4	0	0	0	0	20	Act 2 (N) Good	2	Act 2 (N) Equip A	20	Potion 3	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 2 (N) Chest A	Act 2 (N) Chest A	6	44	4	0	0	0	0	20	Act 2 (N) Good	1	Act 2 (N) Equip A	15	Potion 2	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 2 (N) Chest B	Act 2 (N) Chest B	6	46	4	0	0	0	0	20	Act 2 (N) Good	1	Act 2 (N) Equip B	15	Potion 2	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 2 (N) Chest C	Act 2 (N) Chest C	6	48	4	0	0	0	0	20	Act 3 (N) Good	2	Act 3 (N) Equip A	20	Potion 3	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 3 (N) Chest A	Act 3 (N) Chest A	6	50	4	0	0	0	0	20	Act 3 (N) Good	1	Act 3 (N) Equip A	15	Potion 3	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 3 (N) Chest B	Act 3 (N) Chest B	6	52	4	0	0	0	0	20	Act 3 (N) Good	1	Act 3 (N) Equip B	15	Potion 3	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 3 (N) Chest C	Act 3 (N) Chest C	6	54	4	0	0	0	0	20	Act 4 (N) Good	2	Act 4 (N) Equip A	20	Potion 3	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 4 (N) Chest A	Act 4 (N) Chest A	6	56	4	0	0	0	0	20	Act 4 (N) Good	1	Act 4 (N) Equip A	15	Potion 3	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 4 (N) Chest B	Act 4 (N) Chest B	6	58	4	0	0	0	0	20	Act 4 (N) Good	1	Act 4 (N) Equip B	15	Potion 3	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 4 (N) Chest C	Act 4 (N) Chest C	6	60	4	0	0	0	0	20	Act 5 (N) Good	2	Act 5 (N) Equip A	20	Potion 3	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 5 (N) Chest A	Act 5 (N) Chest A	6	62	4	0	0	0	0	20	Act 5 (N) Good	1	Act 5 (N) Equip A	15	Potion 3	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 5 (N) Chest B	Act 5 (N) Chest B	6	64	4	0	0	0	0	20	Act 5 (N) Good	1	Act 5 (N) Equip B	15	Potion 3	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 5 (N) Chest C	Act 5 (N) Chest C	6	66	4	0	0	0	0	20	Act 1 (H) Good	2	Act 1 (H) Equip A	20	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 1 (H) Chest A	Act 1 (H) Chest A	6	68	4	0	0	0	0	20	Act 1 (H) Good	1	Act 1 (H) Equip A	15	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 1 (H) Chest B	Act 1 (H) Chest B	6	70	4	0	0	0	0	20	Act 1 (H) Good	1	Act 1 (H) Equip B	15	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 1 (H) Chest C	Act 1 (H) Chest C	6	71	4	0	0	0	0	20	Act 2 (H) Good	2	Act 2 (H) Equip A	20	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 2 (H) Chest A	Act 2 (H) Chest A	6	72	4	0	0	0	0	20	Act 2 (H) Good	1	Act 2 (H) Equip A	15	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 2 (H) Chest B	Act 2 (H) Chest B	6	74	4	0	0	0	0	20	Act 2 (H) Good	1	Act 2 (H) Equip B	15	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 2 (H) Chest C	Act 2 (H) Chest C	6	75	4	0	0	0	0	20	Act 3 (H) Good	2	Act 3 (H) Equip A	20	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 3 (H) Chest A	Act 3 (H) Chest A	6	76	4	0	0	0	0	20	Act 3 (H) Good	1	Act 3 (H) Equip A	15	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 3 (H) Chest B	Act 3 (H) Chest B	6	78	4	0	0	0	0	20	Act 3 (H) Good	1	Act 3 (H) Equip B	15	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 3 (H) Chest C	Act 3 (H) Chest C	6	79	4	0	0	0	0	20	Act 4 (H) Good	2	Act 4 (H) Equip A	20	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 4 (H) Chest A	Act 4 (H) Chest A	6	80	4	0	0	0	0	20	Act 4 (H) Good	1	Act 4 (H) Equip A	15	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 4 (H) Chest B	Act 4 (H) Chest B	6	81	4	0	0	0	0	20	Act 4 (H) Good	1	Act 4 (H) Equip B	15	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 4 (H) Chest C	Act 4 (H) Chest C	6	82	4	0	0	0	0	20	Act 5 (H) Good	2	Act 5 (H) Equip A	20	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 5 (H) Chest A	Act 5 (H) Chest A	6	83	4	0	0	0	0	20	Act 5 (H) Good	1	Act 5 (H) Equip A	15	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 5 (H) Chest B	Act 5 (H) Chest B	6	84	4	0	0	0	0	20	Act 5 (H) Good	1	Act 5 (H) Equip B	15	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 5 (H) Chest C	Act 5 (H) Chest C	6	85	4	0	0	0	0	20	Act 5 (H) Good	2	Act 5 (H) Equip B	20	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 1 H2H A	Act 1 H2H A	7	0	1	0	0	0	0	70	Act 1 Good	2	Act 1 Equip A	20	Potion 1	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 1 H2H B	Act 1 H2H B	7	5	1	0	0	0	0	70	Act 1 Good	2	Act 1 Equip B	20	Potion 1	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 1 H2H C	Act 1 H2H C	7	9	1	0	0	0	0	70	Act 1 Good	2	Act 1 Equip C	20	Potion 1	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 2 H2H A	Act 2 H2H A	7	12	1	0	0	0	0	70	Act 2 Good	2	Act 2 Equip A	20	Potion 1	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 2 H2H B	Act 2 H2H B	7	15	1	0	0	0	0	70	Act 2 Good	2	Act 2 Equip B	20	Potion 1	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 2 H2H C	Act 2 H2H C	7	18	1	0	0	0	0	70	Act 3 Good	2	Act 2 Equip C	20	Potion 1	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 3 H2H A	Act 3 H2H A	7	20	1	0	0	0	0	70	Act 3 Good	2	Act 3 Equip A	20	Potion 1	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 3 H2H B	Act 3 H2H B	7	22	1	0	0	0	0	70	Act 3 Good	2	Act 3 Equip B	20	Potion 1	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 3 H2H C	Act 3 H2H C	7	24	1	0	0	0	0	70	Act 3 Good	2	Act 3 Equip C	20	Potion 1	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 4 H2H A	Act 4 H2H A	7	26	1	0	0	0	0	70	Act 4 Good	2	Act 4 Equip A	20	Potion 2	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 4 H2H B	Act 4 H2H B	7	29	1	0	0	0	0	70	Act 4 Good	2	Act 4 Equip B	20	Potion 2	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 5 H2H A	Act 5 H2H A	7	32	1	0	0	0	0	70	Act 5 Good	2	Act 5 Equip A	20	Potion 2	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 5 H2H B	Act 5 H2H B	7	34	1	0	0	0	0	70	Act 5 Good	2	Act 5 Equip B	20	Potion 2	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 5 H2H C	Act 5 H2H C	7	36	1	0	0	0	0	70	Act 5 Good	2	Act 5 Equip C	20	Potion 2	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 1 (N) H2H A	Act 1 (N) H2H A	7	38	1	0	0	0	0	70	Act 1 (N) Good	2	Act 1 (N) Equip A	20	Potion 2	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 1 (N) H2H B	Act 1 (N) H2H B	7	40	1	0	0	0	0	70	Act 1 (N) Good	2	Act 1 (N) Equip B	20	Potion 2	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 1 (N) H2H C	Act 1 (N) H2H C	7	41	1	0	0	0	0	70	Act 1 (N) Good	2	Act 1 (N) Equip B	20	Potion 2	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 2 (N) H2H A	Act 2 (N) H2H A	7	42	1	0	0	0	0	70	Act 2 (N) Good	2	Act 2 (N) Equip A	20	Potion 2	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 2 (N) H2H B	Act 2 (N) H2H B	7	44	1	0	0	0	0	70	Act 2 (N) Good	2	Act 2 (N) Equip B	20	Potion 2	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 2 (N) H2H C	Act 2 (N) H2H C	7	45	1	0	0	0	0	70	Act 2 (N) Good	2	Act 2 (N) Equip B	20	Potion 2	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 3 (N) H2H A	Act 3 (N) H2H A	7	46	1	0	0	0	0	70	Act 3 (N) Good	2	Act 3 (N) Equip A	20	Potion 3	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 3 (N) H2H B	Act 3 (N) H2H B	7	48	1	0	0	0	0	70	Act 3 (N) Good	2	Act 3 (N) Equip B	20	Potion 3	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 3 (N) H2H C	Act 3 (N) H2H C	7	50	1	0	0	0	0	70	Act 3 (N) Good	2	Act 3 (N) Equip B	20	Potion 3	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 4 (N) H2H A	Act 4 (N) H2H A	7	51	1	0	0	0	0	70	Act 4 (N) Good	2	Act 4 (N) Equip A	20	Potion 3	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 4 (N) H2H B	Act 4 (N) H2H B	7	54	1	0	0	0	0	70	Act 4 (N) Good	2	Act 4 (N) Equip B	20	Potion 3	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 5 (N) H2H A	Act 5 (N) H2H A	7	57	1	0	0	0	0	70	Act 5 (N) Good	2	Act 5 (N) Equip A	20	Potion 3	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 5 (N) H2H B	Act 5 (N) H2H B	7	60	1	0	0	0	0	70	Act 5 (N) Good	2	Act 5 (N) Equip B	20	Potion 3	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 5 (N) H2H C	Act 5 (N) H2H C	7	62	1	0	0	0	0	70	Act 5 (N) Good	2	Act 5 (N) Equip C	20	Potion 3	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 1 (H) H2H A	Act 1 (H) H2H A	7	63	1	0	0	0	0	70	Act 1 (H) Good	2	Act 1 (H) Equip A	20	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 1 (H) H2H B	Act 1 (H) H2H B	7	66	1	0	0	0	0	70	Act 1 (H) Good	2	Act 1 (H) Equip B	20	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 1 (H) H2H C	Act 1 (H) H2H C	7	68	1	0	0	0	0	70	Act 1 (H) Good	2	Act 1 (H) Equip B	20	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 2 (H) H2H A	Act 2 (H) H2H A	7	69	1	0	0	0	0	70	Act 2 (H) Good	2	Act 2 (H) Equip A	20	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 2 (H) H2H B	Act 2 (H) H2H B	7	71	1	0	0	0	0	70	Act 2 (H) Good	2	Act 2 (H) Equip B	20	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 2 (H) H2H C	Act 2 (H) H2H C	7	73	1	0	0	0	0	70	Act 2 (H) Good	2	Act 2 (H) Equip B	20	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 3 (H) H2H A	Act 3 (H) H2H A	7	74	1	0	0	0	0	70	Act 3 (H) Good	2	Act 3 (H) Equip A	20	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 3 (H) H2H B	Act 3 (H) H2H B	7	76	1	0	0	0	0	70	Act 3 (H) Good	2	Act 3 (H) Equip B	20	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 3 (H) H2H C	Act 3 (H) H2H C	7	77	1	0	0	0	0	70	Act 3 (H) Good	2	Act 3 (H) Equip B	20	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 4 (H) H2H A	Act 4 (H) H2H A	7	79	1	0	0	0	0	70	Act 4 (H) Good	2	Act 4 (H) Equip A	20	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 4 (H) H2H B	Act 4 (H) H2H B	7	80	1	0	0	0	0	70	Act 4 (H) Good	2	Act 4 (H) Equip B	20	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 5 (H) H2H A	Act 5 (H) H2H A	7	82	1	0	0	0	0	70	Act 5 (H) Good	2	Act 5 (H) Equip A	20	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 5 (H) H2H B	Act 5 (H) H2H B	7	83	1	0	0	0	0	70	Act 5 (H) Good	2	Act 5 (H) Equip B	20	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 5 (H) H2H C	Act 5 (H) H2H C	7	85	1	0	0	0	0	70	Act 5 (H) Good	2	Act 5 (H) Equip C	20	Potion 4	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 1 Cast A	Act 1 Cast A	8	0	1	0	0	0	0	70	Act 1 Good	2	Act 1 Equip A	20	Potion 1	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 1 Cast B	Act 1 Cast B	8	5	1	0	0	0	0	70	Act 1 Good	2	Act 1 Equip B	20	Potion 1	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
Act 1 Cast C	Act 1 Cast C	8	9	1	0	0	0	0	70	Act 1 Good	2	Act 1 Equip C	20	Potion 1	5	Gold 1x	15	Void	15		0		0		0		0		0							0	
