INDEX	Name	___ Description	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add	code	mod1code__STR	mod1param__STR	mod2code__STR	mod2param__STR	mod3code__STR	mod3param__STR	itype1__STR	itype2__STR	itype3__STR	itype4__STR	itype5__STR	itype6__STR	itype7__STR	etype1__STR	etype2__STR	etype3__STR	etype4__STR	etype5__STR	
448	of Bone Armor	#% Chance to cast level # [Skill] when struck	100	1	1	30		35		nec	1	1	77	128	68	9	15	-1	0	0	0	-1	0	0	0		3	45	69	0	0	0	0	0	0	0	0	0	0	0	of Bone Armor	gethit-skill	68		0		0	tors	weap	head										
449	of Dim Vision	#% Chance to cast level # [Skill] when struck	100	1	1	6	24	6		nec	6	1	77	128	71	5	1	-1	0	0	0	-1	0	0	0		10	75	69	45	0	0	0	0	0	0	0	0	0	0	of Dim Vision	gethit-skill	71		0		0	ring	circ	head	weap									
450	of Dim Vision	#% Chance to cast level # [Skill] when struck	100	1	1	24		20		nec	6	1	77	128	71	7	10	-1	0	0	0	-1	0	0	0		10	75	69	45	0	0	0	0	0	0	0	0	0	0	of Dim Vision	gethit-skill	71		0		0	ring	circ	head	weap									
451	of Weaken	#% Chance to cast level # [Skill] when struck	100	1	1	6	24	6		nec	6	1	77	128	72	5	1	-1	0	0	0	-1	0	0	0		45	16	69	0	0	0	0	0	0	0	0	0	0	0	of Weaken	gethit-skill	72		0		0	weap	glov	head										
452	of Weaken	#% Chance to cast level # [Skill] when struck	100	1	1	24		24		nec	6	1	77	128	72	8	12	-1	0	0	0	-1	0	0	0		16	45	69	0	0	0	0	0	0	0	0	0	0	0	of Weaken	gethit-skill	72		0		0	glov	weap	head										
453	of Corpse Explosions	#% Chance to cast level # [Skill] when struck	100	1	1	6	40	6		nec	6	1	77	128	74	4	1	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Corpse Explosions	gethit-skill	74		0		0	weap	head											
454	of Corpse Explosions	#% Chance to cast level # [Skill] when struck	100	1	1	40		45		nec	6	1	77	128	74	7	18	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Corpse Explosions	gethit-skill	74		0		0	weap	head											
455	of Iron Maiden	#% Chance to cast level # [Skill] when struck	100	1	1	12	30	12		nec	12	1	77	128	76	3	1	-1	0	0	0	-1	0	0	0		51	45	69	0	0	0	0	0	0	0	0	0	0	0	of Iron Maiden	gethit-skill	76		0		0	shld	weap	head										
456	of Iron Maiden	#% Chance to cast level # [Skill] when struck	100	1	1	30		30		nec	12	1	77	128	76	6	10	-1	0	0	0	-1	0	0	0		51	45	69	0	0	0	0	0	0	0	0	0	0	0	of Iron Maiden	gethit-skill	76		0		0	shld	weap	head										
457	of Terror	#% Chance to cast level # [Skill] when struck	100	1	1	12	30	12		nec	12	1	77	128	77	4	1	-1	0	0	0	-1	0	0	0		51	45	69	0	0	0	0	0	0	0	0	0	0	0	of Terror	gethit-skill	77		0		0	shld	weap	head										
458	of Terror	#% Chance to cast level # [Skill] when struck	100	1	1	30		30		nec	12	1	77	128	77	9	12	-1	0	0	0	-1	0	0	0		51	45	69	0	0	0	0	0	0	0	0	0	0	0	of Terror	gethit-skill	77		0		0	shld	weap	head										
459	of Bone Walls	#% Chance to cast level # [Skill] when struck	100	1	1	12	35	12		nec	12	1	77	128	78	5	1	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Bone Walls	gethit-skill	78		0		0	weap	head											
460	of Bone Walls	#% Chance to cast level # [Skill] when struck	100	1	1	35		37		nec	12	1	77	128	78	4	25	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Bone Walls	gethit-skill	78		0		0	weap	head											
461	of Confusion	#% Chance to cast level # [Skill] when struck	100	1	1	18	36	18		nec	18	1	77	128	81	35	1	-1	0	0	0	-1	0	0	0		10	75	69	45	0	0	0	0	0	0	0	0	0	0	of Confusion	gethit-skill	81		0		0	ring	circ	head	weap									
462	of Confusion	#% Chance to cast level # [Skill] when struck	100	1	1	36		35		nec	18	1	77	128	81	35	5	-1	0	0	0	-1	0	0	0		10	75	69	45	0	0	0	0	0	0	0	0	0	0	of Confusion	gethit-skill	81		0		0	ring	circ	head	weap									
463	of Life Tap	#% Chance to cast level # [Skill] when struck	100	1	1	18	40	18		nec	18	1	77	128	82	12	1	-1	0	0	0	-1	0	0	0		45	10	69	0	0	0	0	0	0	0	0	0	0	0	of Life Tap	gethit-skill	82		0		0	weap	ring	head										
464	of Life Tap	#% Chance to cast level # [Skill] when struck	100	1	1	40		41		nec	18	1	77	128	82	19	5	-1	0	0	0	-1	0	0	0		45	10	69	0	0	0	0	0	0	0	0	0	0	0	of Life Tap	gethit-skill	82		0		0	weap	ring	head										
465	of Poison Explosion	#% Chance to cast level # [Skill] when struck	100	1	1	18	36	18		nec	18	1	77	128	83	4	1	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Poison Explosion	gethit-skill	83		0		0	weap	head											
466	of Poison Explosion	#% Chance to cast level # [Skill] when struck	100	1	1	36		36		nec	18	1	77	128	83	5	10	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Poison Explosion	gethit-skill	83		0		0	weap	head											
467	of Bone Spears	#% Chance to cast level # [Skill] when struck	100	1	1	18	55	18		nec	18	1	77	128	84	7	1	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Bone Spears	gethit-skill	84		0		0	weap	head											
468	of Bone Spears	#% Chance to cast level # [Skill] when struck	100	1	1	55		55		nec	18	1	77	128	84	11	20	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Bone Spears	gethit-skill	84		0		0	weap	head											
469	of Attraction	#% Chance to cast level # [Skill] when struck	100	1	1	24	48	25		nec	24	1	77	128	86	5	2	-1	0	0	0	-1	0	0	0		10	12	69	75	45	0	0	0	0	0	0	0	0	0	of Attraction	gethit-skill	86		0		0	ring	amul	head	circ	weap								
470	of Attraction	#% Chance to cast level # [Skill] when struck	100	1	1	48	77	44		nec	24	1	77	128	86	7	16	-1	0	0	0	-1	0	0	0		10	12	75	69	45	0	0	0	0	0	0	0	0	0	of Attraction	gethit-skill	86		0		0	ring	amul	circ	head	weap								
471	of Decrepification	#% Chance to cast level # [Skill] when struck	100	1	1	24	70	25		nec	24	1	77	128	87	11	2	-1	0	0	0	-1	0	0	0		45	51	69	0	0	0	0	0	0	0	0	0	0	0	of Decrepification	gethit-skill	87		0		0	weap	shld	head										
472	of Decrepification	#% Chance to cast level # [Skill] when struck	100	1	1	70		75		nec	24	1	77	128	87	10	15	-1	0	0	0	-1	0	0	0		51	45	69	0	0	0	0	0	0	0	0	0	0	0	of Decrepification	gethit-skill	87		0		0	shld	weap	head										
473	of Bone Imprisonment	#% Chance to cast level # [Skill] when struck	100	1	1	24	46	25		nec	24	1	77	128	88	8	2	-1	0	0	0	-1	0	0	0		45	10	69	0	0	0	0	0	0	0	0	0	0	0	of Bone Imprisonment	gethit-skill	88		0		0	weap	ring	head										
474	of Bone Imprisonment	#% Chance to cast level # [Skill] when struck	100	1	1	46		44		nec	24	1	77	128	88	8	14	-1	0	0	0	-1	0	0	0		45	10	69	0	0	0	0	0	0	0	0	0	0	0	of Bone Imprisonment	gethit-skill	88		0		0	weap	ring	head										
475	of Lower Resistance	#% Chance to cast level # [Skill] when struck	100	1	1	30	77	33		nec	30	1	77	128	91	6	3	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Lower Resistance	gethit-skill	91		0		0	weap	head											
476	of Lower Resistance	#% Chance to cast level # [Skill] when struck	100	1	1	77		80		nec	30	1	77	128	91	6	18	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Lower Resistance	gethit-skill	91		0		0	weap	head											
477	of Poison Novas	#% Chance to cast level # [Skill] when struck	100	1	1	30	48	33		nec	30	1	77	128	92	5	3	-1	0	0	0	-1	0	0	0		45	16	69	0	0	0	0	0	0	0	0	0	0	0	of Poison Novas	gethit-skill	92		0		0	weap	glov	head										
478	of Poison Novas	#% Chance to cast level # [Skill] when struck	100	1	1	48		48		nec	30	1	77	128	92	7	14	-1	0	0	0	-1	0	0	0		16	45	16	0	0	0	0	0	0	0	0	0	0	0	of Poison Novas	gethit-skill	92		0		0	glov	weap	glov										
479	of Bone Spirits	#% Chance to cast level # [Skill] when struck	100	1	1	30	48	33		nec	30	1	77	128	93	4	3	-1	0	0	0	-1	0	0	0		12	75	69	45	0	0	0	0	0	0	0	0	0	0	of Bone Spirits	gethit-skill	93		0		0	amul	circ	head	weap									
480	of Bone Spirits	#% Chance to cast level # [Skill] when struck	100	1	1	48		48		nec	30	1	77	128	93	6	23	-1	0	0	0	-1	0	0	0		12	75	69	45	0	0	0	0	0	0	0	0	0	0	of Bone Spirits	gethit-skill	93		0		0	amul	circ	head	weap									
481	of Revivification	#% Chance to cast level # [Skill] when struck	100	1	1	30	80	33		nec	30	1	77	128	95	4	3	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Revivification	gethit-skill	95		0		0	weap	head											
482	of Revivification	#% Chance to cast level # [Skill] when struck	100	1	1	80		85		nec	30	1	77	128	95	7	10	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Revivification	gethit-skill	95		0		0	weap	head											
483	of Holy Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	6	24	6		pal	6	1	77	128	101	12	1	-1	0	0	0	-1	0	0	0		46	70	12	75	0	0	0	0	0	0	0	0	0	0	of Holy Bolts	gethit-skill	101		0		0	mele	ashd	amul	circ									
484	of Holy Bolts	#% Chance to cast level # [Skill] when struck	100	1	1	24	50	24		pal	6	1	77	128	101	12	16	-1	0	0	0	-1	0	0	0		12	75	46	75	0	0	0	0	0	0	0	0	0	0	of Holy Bolts	gethit-skill	101		0		0	amul	circ	mele	circ									
485	of Blessed Hammers	#% Chance to cast level # [Skill] when struck	100	1	1	18	50	18		pal	18	1	77	128	112	5	1	-1	0	0	0	-1	0	0	0		46	70	0	0	0	0	0	0	0	0	0	0	0	0	of Blessed Hammers	gethit-skill	112		0		0	mele	ashd											
486	of Blessed Hammers	#% Chance to cast level # [Skill] when struck	100	1	1	50		45		pal	18	1	77	128	112	9	20	-1	0	0	0	-1	0	0	0		46	70	0	0	0	0	0	0	0	0	0	0	0	0	of Blessed Hammers	gethit-skill	112		0		0	mele	ashd											
487	of Fist of the Heavens	#% Chance to cast level # [Skill] when struck	100	1	1	30	60	33		pal	30	1	77	128	121	4	3	-1	0	0	0	-1	0	0	0		46	70	16	0	0	0	0	0	0	0	0	0	0	0	of Fist of the Heavens	gethit-skill	121		0		0	mele	ashd	glov										
488	of Fist of the Heavens	#% Chance to cast level # [Skill] when struck	100	1	1	60		60		pal	30	1	77	128	121	7	14	-1	0	0	0	-1	0	0	0		16	46	16	0	0	0	0	0	0	0	0	0	0	0	of Fist of the Heavens	gethit-skill	121		0		0	glov	mele	glov										
489	of Howling	#% Chance to cast level # [Skill] when struck	100	1	1	1	18	1		bar	1	1	77	128	130	7	1	-1	0	0	0	-1	0	0	0		71	46	0	0	0	0	0	0	0	0	0	0	0	0	of Howling	gethit-skill	130		0		0	phlm	mele											
490	of Howling	#% Chance to cast level # [Skill] when struck	100	1	1	18	55	18		bar	1	1	77	128	130	8	12	-1	0	0	0	-1	0	0	0		71	46	0	0	0	0	0	0	0	0	0	0	0	0	of Howling	gethit-skill	130		0		0	phlm	mele											
491	of Taunting	#% Chance to cast level # [Skill] when struck	100	1	1	6	24	6		bar	6	1	77	128	137	4	1	-1	0	0	0	-1	0	0	0		71	46	0	0	0	0	0	0	0	0	0	0	0	0	of Taunting	gethit-skill	137		0		0	phlm	mele											
492	of Taunting	#% Chance to cast level # [Skill] when struck	100	1	1	24	51	24		bar	6	1	77	128	137	8	13	-1	0	0	0	-1	0	0	0		71	46	0	0	0	0	0	0	0	0	0	0	0	0	of Taunting	gethit-skill	137		0		0	phlm	mele											
493	of Shouting	#% Chance to cast level # [Skill] when struck	100	1	1	6	40	6		bar	6	1	77	128	138	6	3	-1	0	0	0	-1	0	0	0		71	46	0	0	0	0	0	0	0	0	0	0	0	0	of Shouting	gethit-skill	138		0		0	phlm	mele											
494	of Shouting	#% Chance to cast level # [Skill] when struck	100	1	1	40		45		bar	6	1	77	128	138	8	17	-1	0	0	0	-1	0	0	0		71	46	0	0	0	0	0	0	0	0	0	0	0	0	of Shouting	gethit-skill	138		0		0	phlm	mele											
495	of Battle Cry	#% Chance to cast level # [Skill] when struck	100	1	1	18	36	18		bar	18	1	77	128	146	20	1	-1	0	0	0	-1	0	0	0		71	46	0	0	0	0	0	0	0	0	0	0	0	0	of Battle Cry	gethit-skill	146		0		0	phlm	mele											
496	of Battle Cry	#% Chance to cast level # [Skill] when struck	100	1	1	36	65	36		bar	18	1	77	128	146	15	18	-1	0	0	0	-1	0	0	0		71	46	0	0	0	0	0	0	0	0	0	0	0	0	of Battle Cry	gethit-skill	146		0		0	phlm	mele											
497	of Battle Orders	#% Chance to cast level # [Skill] when struck	100	1	1	24	55	25		bar	24	1	77	128	149	5	2	-1	0	0	0	-1	0	0	0		71	46	0	0	0	0	0	0	0	0	0	0	0	0	of Battle Orders	gethit-skill	149		0		0	phlm	mele											
498	of Battle Orders	#% Chance to cast level # [Skill] when struck	100	1	1	55		55		bar	24	1	77	128	149	7	22	-1	0	0	0	-1	0	0	0		71	46	0	0	0	0	0	0	0	0	0	0	0	0	of Battle Orders	gethit-skill	149		0		0	phlm	mele											
499	of Madawcs Fury	#% Chance to cast level # [Skill] when struck	100	1	1	24	50	25		bar	24	1	77	128	150	4	2	-1	0	0	0	-1	0	0	0		71	46	12	0	0	0	0	0	0	0	0	0	0	0	of Madawcs Fury	gethit-skill	150		0		0	phlm	mele	amul										
500	of Madawcs Fury	#% Chance to cast level # [Skill] when struck	100	1	1	50		55		bar	24	1	77	128	150	8	15	-1	0	0	0	-1	0	0	0		12	71	46	0	0	0	0	0	0	0	0	0	0	0	of Madawcs Fury	gethit-skill	150		0		0	amul	phlm	mele										
501	of War Cry	#% Chance to cast level # [Skill] when struck	100	1	1	30	55	33		bar	30	1	77	128	154	7	3	-1	0	0	0	-1	0	0	0		71	46	0	0	0	0	0	0	0	0	0	0	0	0	of War Cry	gethit-skill	154		0		0	phlm	mele											
502	of War Cry	#% Chance to cast level # [Skill] when struck	100	1	1	55		63		bar	30	1	77	128	154	10	13	-1	0	0	0	-1	0	0	0		71	46	0	0	0	0	0	0	0	0	0	0	0	0	of War Cry	gethit-skill	154		0		0	phlm	mele											
503	of Battle Command	#% Chance to cast level # [Skill] when struck	100	1	1	30	48	33		bar	30	1	77	128	155	4	3	-1	0	0	0	-1	0	0	0		71	46	0	0	0	0	0	0	0	0	0	0	0	0	of Battle Command	gethit-skill	155		0		0	phlm	mele											
504	of Battle Command	#% Chance to cast level # [Skill] when struck	100	1	1	48		53		bar	30	1	77	128	155	8	10	-1	0	0	0	-1	0	0	0		71	46	0	0	0	0	0	0	0	0	0	0	0	0	of Battle Command	gethit-skill	155		0		0	phlm	mele											
505	of Firestorms	#% Chance to cast level # [Skill] when struck	100	1	1	1	18	1		dru	1	1	77	128	225	33	1	-1	0	0	0	-1	0	0	0		46	0	0	0	0	0	0	0	0	0	0	0	0	0	of Firestorms	gethit-skill	225		0		0	mele												
506	of Firestorms	#% Chance to cast level # [Skill] when struck	100	1	1	18	56	18		dru	1	1	77	128	225	33	9	-1	0	0	0	-1	0	0	0		46	0	0	0	0	0	0	0	0	0	0	0	0	0	of Firestorms	gethit-skill	225		0		0	mele												
507	of Molten Boulders	#% Chance to cast level # [Skill] when struck	100	1	1	6	24	6		dru	6	1	77	128	229	4	1	-1	0	0	0	-1	0	0	0		46	0	0	0	0	0	0	0	0	0	0	0	0	0	of Molten Boulders	gethit-skill	229		0		0	mele												
508	of Molten Boulders	#% Chance to cast level # [Skill] when struck	100	1	1	24	53	21		dru	6	1	77	128	229	7	9	-1	0	0	0	-1	0	0	0		46	0	0	0	0	0	0	0	0	0	0	0	0	0	of Molten Boulders	gethit-skill	229		0		0	mele												
509	of Eruption	#% Chance to cast level # [Skill] when struck	100	1	1	12	36	12		dru	12	1	77	128	234	5	1	-1	0	0	0	-1	0	0	0		46	0	0	0	0	0	0	0	0	0	0	0	0	0	of Eruption	gethit-skill	234		0		0	mele												
510	of Eruption	#% Chance to cast level # [Skill] when struck	100	1	1	36	68	36		dru	12	1	77	128	234	8	15	-1	0	0	0	-1	0	0	0		46	0	0	0	0	0	0	0	0	0	0	0	0	0	of Eruption	gethit-skill	234		0		0	mele												
511	of Cyclone Armor	#% Chance to cast level # [Skill] when struck	100	1	1	12	35	12		dru	12	1	77	128	235	6	1	-1	0	0	0	-1	0	0	0		46	3	0	0	0	0	0	0	0	0	0	0	0	0	of Cyclone Armor	gethit-skill	235		0		0	mele	tors											
512	of Cyclone Armor	#% Chance to cast level # [Skill] when struck	100	1	1	35		37		dru	12	1	77	128	235	9	14	-1	0	0	0	-1	0	0	0		3	46	0	0	0	0	0	0	0	0	0	0	0	0	of Cyclone Armor	gethit-skill	235		0		0	tors	mele											
513	of Twister	#% Chance to cast level # [Skill] when struck	100	1	1	18	36	18		dru	18	1	77	128	240	4	1	-1	0	0	0	-1	0	0	0		46	12	75	0	0	0	0	0	0	0	0	0	0	0	of Twister	gethit-skill	240		0		0	mele	amul	circ										
514	of Twister	#% Chance to cast level # [Skill] when struck	100	1	1	36		38		dru	18	1	77	128	240	8	17	-1	0	0	0	-1	0	0	0		12	75	46	0	0	0	0	0	0	0	0	0	0	0	of Twister	gethit-skill	240		0		0	amul	circ	mele										
515	of Volcano	#% Chance to cast level # [Skill] when struck	100	1	1	24	42	25		dru	24	1	77	128	244	4	2	-1	0	0	0	-1	0	0	0		46	0	0	0	0	0	0	0	0	0	0	0	0	0	of Volcano	gethit-skill	244		0		0	mele												
516	of Volcano	#% Chance to cast level # [Skill] when struck	100	1	1	42		44		dru	24	1	77	128	244	7	15	-1	0	0	0	-1	0	0	0		46	0	0	0	0	0	0	0	0	0	0	0	0	0	of Volcano	gethit-skill	244		0		0	mele												
517	of Tornado	#% Chance to cast level # [Skill] when struck	100	1	1	24	49	25		dru	24	1	77	128	245	6	2	-1	0	0	0	-1	0	0	0		46	12	75	0	0	0	0	0	0	0	0	0	0	0	of Tornado	gethit-skill	245		0		0	mele	amul	circ										
518	of Tornado	#% Chance to cast level # [Skill] when struck	100	1	1	49		50		dru	24	1	77	128	245	7	16	-1	0	0	0	-1	0	0	0		12	75	46	0	0	0	0	0	0	0	0	0	0	0	of Tornado	gethit-skill	245		0		0	amul	circ	mele										
519	of Armageddon	#% Chance to cast level # [Skill] when struck	100	1	1	30	60	33		dru	30	1	77	128	249	4	4	-1	0	0	0	-1	0	0	0		46	0	0	0	0	0	0	0	0	0	0	0	0	0	of Armageddon	gethit-skill	249		0		0	mele												
520	of Armageddon	#% Chance to cast level # [Skill] when struck	100	1	1	60		70		dru	30	1	77	128	249	6	19	-1	0	0	0	-1	0	0	0		46	0	0	0	0	0	0	0	0	0	0	0	0	0	of Armageddon	gethit-skill	249		0		0	mele												
521	of Hurricane	#% Chance to cast level # [Skill] when struck	100	1	1	30	65	33		dru	30	1	77	128	250	11	3	-1	0	0	0	-1	0	0	0		46	12	75	0	0	0	0	0	0	0	0	0	0	0	of Hurricane	gethit-skill	250		0		0	mele	amul	circ										
522	of Hurricane	#% Chance to cast level # [Skill] when struck	100	1	1	65		65		dru	30	1	77	128	250	8	21	-1	0	0	0	-1	0	0	0		12	75	46	0	0	0	0	0	0	0	0	0	0	0	of Hurricane	gethit-skill	250		0		0	amul	circ	mele										
523	of Burst of Speed2	#% Chance to cast level # [Skill] when struck	100	1	1	6	40	6		ass	6	1	77	128	258	5	2	-1	0	0	0	-1	0	0	0		15	46	0	0	0	0	0	0	0	0	0	0	0	0	of Burst of Speed2	gethit-skill	258		0		0	boot	mele											
524	of Burst of Speed2	#% Chance to cast level # [Skill] when struck	100	1	1	40		45		ass	6	1	77	128	258	8	8	-1	0	0	0	-1	0	0	0		15	46	0	0	0	0	0	0	0	0	0	0	0	0	of Burst of Speed2	gethit-skill	258		0		0	boot	mele											
525	of Cloak of Shadows2	#% Chance to cast level # [Skill] when struck	100	1	1	18	36	18		ass	18	1	77	128	264	5	1	-1	0	0	0	-1	0	0	0		12	46	0	0	0	0	0	0	0	0	0	0	0	0	of Cloak of Shadows2	gethit-skill	264		0		0	amul	mele											
526	of Cloak of Shadows2	#% Chance to cast level # [Skill] when struck	100	1	1	36		38		ass	18	1	77	128	264	9	13	-1	0	0	0	-1	0	0	0		12	46	0	0	0	0	0	0	0	0	0	0	0	0	of Cloak of Shadows2	gethit-skill	264		0		0	amul	mele											
527	of Fading2	#% Chance to cast level # [Skill] when struck	100	1	1	18	50	18		ass	18	1	77	128	267	4	1	-1	0	0	0	-1	0	0	0		3	12	46	0	0	0	0	0	0	0	0	0	0	0	of Fading2	gethit-skill	267		0		0	tors	amul	mele										
528	of Fading2	#% Chance to cast level # [Skill] when struck	100	1	1	50		53		ass	18	1	77	128	267	8	12	-1	0	0	0	-1	0	0	0		3	12	46	0	0	0	0	0	0	0	0	0	0	0	of Fading2	gethit-skill	267		0		0	tors	amul	mele										
529	of Mind Blasting2	#% Chance to cast level # [Skill] when struck	100	1	1	24	48	25		ass	24	1	77	128	273	3	2	-1	0	0	0	-1	0	0	0		104	46	0	0	0	0	0	0	0	0	0	0	0	0	of Mind Blasting2	gethit-skill	273		0		0	helm	mele											
530	of Mind Blasting2	#% Chance to cast level # [Skill] when struck	100	1	1	48		48		ass	24	1	77	128	273	7	18	-1	0	0	0	-1	0	0	0		104	46	0	0	0	0	0	0	0	0	0	0	0	0	of Mind Blasting2	gethit-skill	273		0		0	helm	mele											
531	of Blade Shield2	#% Chance to cast level # [Skill] when struck	100	1	1	30	48	33		ass	30	1	77	128	277	6	3	-1	0	0	0	-1	0	0	0		3	46	0	0	0	0	0	0	0	0	0	0	0	0	of Blade Shield2	gethit-skill	277		0		0	tors	mele											
532	of Blade Shield2	#% Chance to cast level # [Skill] when struck	100	1	1	48		50		ass	30	1	77	128	277	9	17	-1	0	0	0	-1	0	0	0		3	46	0	0	0	0	0	0	0	0	0	0	0	0	of Blade Shield2	gethit-skill	277		0		0	tors	mele											
533	of Venom	#% Chance to cast level # [Skill] when struck	100	1	1	30	57	33		ass	30	1	77	128	278	12	3	-1	0	0	0	-1	0	0	0		16	46	0	0	0	0	0	0	0	0	0	0	0	0	of Venom	gethit-skill	278		0		0	glov	mele											
534	of Venom	#% Chance to cast level # [Skill] when struck	100	1	1	57		61		ass	30	1	77	128	278	8	19	-1	0	0	0	-1	0	0	0		16	46	0	0	0	0	0	0	0	0	0	0	0	0	of Venom	gethit-skill	278		0		0	glov	mele											
535	of Inner Sight	#% Chance to cast level # [Skill] on striking	100	1	1	1	46	1		ama	1	1	78	127	8	3	3	-1	0	0	0	-1	0	0	0		12	60	75	16	0	0	0	0	0	0	0	0	0	0	of Inner Sight	hit-skill	8		0		0	amul	amaz	circ	glov									
536	of Inner Sight	#% Chance to cast level # [Skill] on striking	100	1	1	46		46		ama	1	1	78	127	8	10	11	-1	0	0	0	-1	0	0	0		12	60	75	16	0	0	0	0	0	0	0	0	0	0	of Inner Sight	hit-skill	8		0		0	amul	amaz	circ	glov									
537	of Slow Missiles	#% Chance to cast level # [Skill] on striking	100	1	1	34		33		ama	12	1	78	127	17	4	2	-1	0	0	0	-1	0	0	0		60	16	12	0	0	0	0	0	0	0	0	0	0	0	of Slow Missiles	hit-skill	17		0		0	amaz	glov	amul										
538	of Lightning Fury	#% Chance to cast level # [Skill] on striking	100	1	1	30	70	33		ama	30	1	78	127	35	5	7	-1	0	0	0	-1	0	0	0		44	0	0	0	0	0	0	0	0	0	0	0	0	0	of Lightning Fury	hit-skill	35		0		0	jave												
539	of Lightning Fury	#% Chance to cast level # [Skill] on striking	100	1	1	70		71		ama	30	1	78	127	35	9	15	-1	0	0	0	-1	0	0	0		44	0	0	0	0	0	0	0	0	0	0	0	0	0	of Lightning Fury	hit-skill	35		0		0	jave												
540	of Fire Bolts	#% Chance to cast level # [Skill] on striking	100	1	1	1	11	1		sor	1	1	78	127	36	5	2	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Fire Bolts	hit-skill	36		0		0	weap	ring	circ										
541	of Fire Bolts	#% Chance to cast level # [Skill] on striking	100	1	1	11	44	11		sor	1	1	78	127	36	8	9	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Fire Bolts	hit-skill	36		0		0	weap	ring	circ										
542	of Charged Bolts	#% Chance to cast level # [Skill] on striking	100	1	1	1	11	1		sor	1	1	78	127	38	5	2	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Charged Bolts	hit-skill	38		0		0	weap	ring	circ										
543	of Charged Bolts	#% Chance to cast level # [Skill] on striking	100	1	1	11	44	11		sor	1	1	78	127	38	8	9	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Charged Bolts	hit-skill	38		0		0	weap	ring	circ										
544	of Ice Bolts	#% Chance to cast level # [Skill] on striking	100	1	1	1	11	1		sor	1	1	78	127	39	5	2	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Ice Bolts	hit-skill	39		0		0	weap	ring	circ										
545	of Ice Bolts	#% Chance to cast level # [Skill] on striking	100	1	1	11	44	11		sor	1	1	78	127	39	8	9	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Ice Bolts	hit-skill	39		0		0	weap	ring	circ										
546	of Static Field	#% Chance to cast level # [Skill] on striking	100	1	1	18	40	18		sor	6	1	78	127	42	3	4	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Static Field	hit-skill	42		0		0	weap	ring	circ										
547	of Static Field	#% Chance to cast level # [Skill] on striking	100	1	1	40		41		sor	6	1	78	127	42	6	9	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Static Field	hit-skill	42		0		0	weap	ring	circ										
548	of Frost Novas	#% Chance to cast level # [Skill] on striking	100	1	1	6	42	6		sor	6	1	78	127	44	6	3	-1	0	0	0	-1	0	0	0		45	12	75	0	0	0	0	0	0	0	0	0	0	0	of Frost Novas	hit-skill	44		0		0	weap	amul	circ										
549	of Frost Novas	#% Chance to cast level # [Skill] on striking	100	1	1	42		42		sor	6	1	78	127	44	6	13	-1	0	0	0	-1	0	0	0		45	12	75	0	0	0	0	0	0	0	0	0	0	0	of Frost Novas	hit-skill	44		0		0	weap	amul	circ										
550	of Ice Blasts	#% Chance to cast level # [Skill] on striking	100	1	1	6	32	6		sor	6	1	78	127	45	4	2	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Ice Blasts	hit-skill	45		0		0	weap	ring	circ										
